Sequential,Short,Name,DENOMINATORS,Tablename,unit,subsection,Column heading description in profile,AGG,order,Table descr
G7476,P_40_44_Num_chld_evr_brn_3,Age group of parent 40 44 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7476,Number of Children Ever Born by Age of Parent
G7477,P_40_44_Num_chld_evr_brn_4,Age group of parent 40 44 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7477,Number of Children Ever Born by Age of Parent
G7478,P_40_44_Num_chld_evr_brn_5,Age group of parent 40 44 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7478,Number of Children Ever Born by Age of Parent
G7479,P_40_44_Num_chd_evr_brn_6_mr,Age group of parent 40 44 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7479,Number of Children Ever Born by Age of Parent
G7480,P_40_44_Num_chld_evr_brn_ns,Age group of parent 40 44 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7480,Number of Children Ever Born by Age of Parent
G7481,P_40_44_yrs_Total,Age group of parent 40 44 years Total,,G24,people,families|age_gender,Total,,7481,Number of Children Ever Born by Age of Parent
G7482,P_45_49_Num_chld_evr_brn_Nne,Age group of parent 45 49 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7482,Number of Children Ever Born by Age of Parent
G7483,P_45_49_Num_chld_evr_brn_1,Age group of parent 45 49 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7483,Number of Children Ever Born by Age of Parent
G7484,P_45_49_Num_chld_evr_brn_2,Age group of parent 45 49 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7484,Number of Children Ever Born by Age of Parent
G7485,P_45_49_Num_chld_evr_brn_3,Age group of parent 45 49 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7485,Number of Children Ever Born by Age of Parent
G7486,P_45_49_Num_chld_evr_brn_4,Age group of parent 45 49 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7486,Number of Children Ever Born by Age of Parent
G7487,P_45_49_Num_chld_evr_brn_5,Age group of parent 45 49 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7487,Number of Children Ever Born by Age of Parent
G7488,P_45_49_Num_chd_evr_brn_6_mr,Age group of parent 45 49 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7488,Number of Children Ever Born by Age of Parent
G7489,P_45_49_Num_chld_evr_brn_ns,Age group of parent 45 49 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7489,Number of Children Ever Born by Age of Parent
G7490,P_45_49_yrs_Total,Age group of parent 45 49 years Total,,G24,people,families|age_gender,Total,,7490,Number of Children Ever Born by Age of Parent
G7491,P_50_54_Num_chld_evr_brn_Nne,Age group of parent 50 54 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7491,Number of Children Ever Born by Age of Parent
G7492,P_50_54_Num_chld_evr_brn_1,Age group of parent 50 54 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7492,Number of Children Ever Born by Age of Parent
G7493,P_50_54_Num_chld_evr_brn_2,Age group of parent 50 54 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7493,Number of Children Ever Born by Age of Parent
G7494,P_50_54_Num_chld_evr_brn_3,Age group of parent 50 54 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7494,Number of Children Ever Born by Age of Parent
G7495,P_50_54_Num_chld_evr_brn_4,Age group of parent 50 54 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7495,Number of Children Ever Born by Age of Parent
G7496,P_50_54_Num_chld_evr_brn_5,Age group of parent 50 54 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7496,Number of Children Ever Born by Age of Parent
G7497,P_50_54_Num_chd_evr_brn_6_mr,Age group of parent 50 54 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7497,Number of Children Ever Born by Age of Parent
G7498,P_50_54_Num_chld_evr_brn_ns,Age group of parent 50 54 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7498,Number of Children Ever Born by Age of Parent
G7499,P_50_54_yrs_Total,Age group of parent 50 54 years Total,,G24,people,families|age_gender,Total,,7499,Number of Children Ever Born by Age of Parent
G7500,P_55_59_Num_chld_evr_brn_Nne,Age group of parent 55 59 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7500,Number of Children Ever Born by Age of Parent
G7501,P_55_59_Num_chld_evr_brn_1,Age group of parent 55 59 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7501,Number of Children Ever Born by Age of Parent
G7502,P_55_59_Num_chld_evr_brn_2,Age group of parent 55 59 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7502,Number of Children Ever Born by Age of Parent
G7503,P_55_59_Num_chld_evr_brn_3,Age group of parent 55 59 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7503,Number of Children Ever Born by Age of Parent
G7504,P_55_59_Num_chld_evr_brn_4,Age group of parent 55 59 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7504,Number of Children Ever Born by Age of Parent
G7505,P_55_59_Num_chld_evr_brn_5,Age group of parent 55 59 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7505,Number of Children Ever Born by Age of Parent
G7506,P_55_59_Num_chd_evr_brn_6_mr,Age group of parent 55 59 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7506,Number of Children Ever Born by Age of Parent
G7507,P_55_59_Num_chld_evr_brn_ns,Age group of parent 55 59 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7507,Number of Children Ever Born by Age of Parent
G7508,P_55_59_yrs_Total,Age group of parent 55 59 years Total,,G24,people,families|age_gender,Total,,7508,Number of Children Ever Born by Age of Parent
G7509,P_60_64_Num_chld_evr_brn_Nne,Age group of parent 60 64 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7509,Number of Children Ever Born by Age of Parent
G7510,P_60_64_Num_chld_evr_brn_1,Age group of parent 60 64 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7510,Number of Children Ever Born by Age of Parent
G7511,P_60_64_Num_chld_evr_brn_2,Age group of parent 60 64 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7511,Number of Children Ever Born by Age of Parent
G7512,P_60_64_Num_chld_evr_brn_3,Age group of parent 60 64 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7512,Number of Children Ever Born by Age of Parent
G7513,P_60_64_Num_chld_evr_brn_4,Age group of parent 60 64 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7513,Number of Children Ever Born by Age of Parent
G7514,P_60_64_Num_chld_evr_brn_5,Age group of parent 60 64 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7514,Number of Children Ever Born by Age of Parent
G7515,P_60_64_Num_chd_evr_brn_6_mr,Age group of parent 60 64 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7515,Number of Children Ever Born by Age of Parent
G7516,P_60_64_Num_chld_evr_brn_ns,Age group of parent 60 64 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7516,Number of Children Ever Born by Age of Parent
G7517,P_60_64_yrs_Total,Age group of parent 60 64 years Total,,G24,people,families|age_gender,Total,,7517,Number of Children Ever Born by Age of Parent
G7518,P_65_69_Num_chld_evr_brn_Nne,Age group of parent 65 69 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7518,Number of Children Ever Born by Age of Parent
G7519,P_65_69_Num_chld_evr_brn_1,Age group of parent 65 69 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7519,Number of Children Ever Born by Age of Parent
G7520,P_65_69_Num_chld_evr_brn_2,Age group of parent 65 69 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7520,Number of Children Ever Born by Age of Parent
G7521,P_65_69_Num_chld_evr_brn_3,Age group of parent 65 69 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7521,Number of Children Ever Born by Age of Parent
G7522,P_65_69_Num_chld_evr_brn_4,Age group of parent 65 69 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7522,Number of Children Ever Born by Age of Parent
G7523,P_65_69_Num_chld_evr_brn_5,Age group of parent 65 69 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7523,Number of Children Ever Born by Age of Parent
G7524,P_65_69_Num_chd_evr_brn_6_mr,Age group of parent 65 69 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7524,Number of Children Ever Born by Age of Parent
G7525,P_65_69_Num_chld_evr_brn_ns,Age group of parent 65 69 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7525,Number of Children Ever Born by Age of Parent
G7526,P_65_69_yrs_Total,Age group of parent 65 69 years Total,,G24,people,families|age_gender,Total,,7526,Number of Children Ever Born by Age of Parent
G7527,P_70_74_Num_chld_evr_brn_Nne,Age group of parent 70 74 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7527,Number of Children Ever Born by Age of Parent
G7528,P_70_74_Num_chld_evr_brn_1,Age group of parent 70 74 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7528,Number of Children Ever Born by Age of Parent
G7529,P_70_74_Num_chld_evr_brn_2,Age group of parent 70 74 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7529,Number of Children Ever Born by Age of Parent
G7530,P_70_74_Num_chld_evr_brn_3,Age group of parent 70 74 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7530,Number of Children Ever Born by Age of Parent
G7531,P_70_74_Num_chld_evr_brn_4,Age group of parent 70 74 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7531,Number of Children Ever Born by Age of Parent
G7532,P_70_74_Num_chld_evr_brn_5,Age group of parent 70 74 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7532,Number of Children Ever Born by Age of Parent
G7533,P_70_74_Num_chd_evr_brn_6_mr,Age group of parent 70 74 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7533,Number of Children Ever Born by Age of Parent
G7534,P_70_74_Num_chld_evr_brn_ns,Age group of parent 70 74 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7534,Number of Children Ever Born by Age of Parent
G7535,P_70_74_yrs_Total,Age group of parent 70 74 years Total,,G24,people,families|age_gender,Total,,7535,Number of Children Ever Born by Age of Parent
G7536,P_75_79_Num_chld_evr_brn_Nne,Age group of parent 75 79 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7536,Number of Children Ever Born by Age of Parent
G7537,P_75_79_Num_chld_evr_brn_1,Age group of parent 75 79 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7537,Number of Children Ever Born by Age of Parent
G7538,P_75_79_Num_chld_evr_brn_2,Age group of parent 75 79 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7538,Number of Children Ever Born by Age of Parent
G7539,P_75_79_Num_chld_evr_brn_3,Age group of parent 75 79 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7539,Number of Children Ever Born by Age of Parent
G7540,P_75_79_Num_chld_evr_brn_4,Age group of parent 75 79 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7540,Number of Children Ever Born by Age of Parent
G7541,P_75_79_Num_chld_evr_brn_5,Age group of parent 75 79 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7541,Number of Children Ever Born by Age of Parent
G7542,P_75_79_Num_chd_evr_brn_6_mr,Age group of parent 75 79 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7542,Number of Children Ever Born by Age of Parent
G7543,P_75_79_Num_chld_evr_brn_ns,Age group of parent 75 79 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7543,Number of Children Ever Born by Age of Parent
G7544,P_75_79_yrs_Total,Age group of parent 75 79 years Total,,G24,people,families|age_gender,Total,,7544,Number of Children Ever Born by Age of Parent
G7545,P_80_84_Num_chld_evr_brn_Nne,Age group of parent 80 84 years Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7545,Number of Children Ever Born by Age of Parent
G7546,P_80_84_Num_chld_evr_brn_1,Age group of parent 80 84 years Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7546,Number of Children Ever Born by Age of Parent
G7547,P_80_84_Num_chld_evr_brn_2,Age group of parent 80 84 years Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7547,Number of Children Ever Born by Age of Parent
G7548,P_80_84_Num_chld_evr_brn_3,Age group of parent 80 84 years Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7548,Number of Children Ever Born by Age of Parent
G7549,P_80_84_Num_chld_evr_brn_4,Age group of parent 80 84 years Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7549,Number of Children Ever Born by Age of Parent
G7550,P_80_84_Num_chld_evr_brn_5,Age group of parent 80 84 years Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7550,Number of Children Ever Born by Age of Parent
G7551,P_80_84_Num_chd_evr_brn_6_mr,Age group of parent 80 84 years Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7551,Number of Children Ever Born by Age of Parent
G7552,P_80_84_Num_chld_evr_brn_ns,Age group of parent 80 84 years Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7552,Number of Children Ever Born by Age of Parent
G7553,P_80_84_yrs_Total,Age group of parent 80 84 years Total,,G24,people,families|age_gender,Total,,7553,Number of Children Ever Born by Age of Parent
G7554,P_85_ov_Num_chld_evr_brn_Nne,Age group of parent 85 years and over Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7554,Number of Children Ever Born by Age of Parent
G7555,P_85_ov_Num_chld_evr_brn_1,Age group of parent 85 years and over Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7555,Number of Children Ever Born by Age of Parent
G7556,P_85_ov_Num_chld_evr_brn_2,Age group of parent 85 years and over Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7556,Number of Children Ever Born by Age of Parent
G7557,P_85_ov_Num_chld_evr_brn_3,Age group of parent 85 years and over Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7557,Number of Children Ever Born by Age of Parent
G7558,P_85_ov_Num_chld_evr_brn_4,Age group of parent 85 years and over Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7558,Number of Children Ever Born by Age of Parent
G7559,P_85_ov_Num_chld_evr_brn_5,Age group of parent 85 years and over Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7559,Number of Children Ever Born by Age of Parent
G7560,P_85_ov_Num_chd_evr_brn_6_mr,Age group of parent 85 years and over Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7560,Number of Children Ever Born by Age of Parent
G7561,P_85_ov_Num_chld_evr_brn_ns,Age group of parent 85 years and over Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7561,Number of Children Ever Born by Age of Parent
G7562,P_85ov_Total,Age group of parent 85 years and over Total,,G24,people,families|age_gender,Total,,7562,Number of Children Ever Born by Age of Parent
G7563,Tot_Nmbr_child_ever_born_None,Total Number of children ever born No children,,G24,people,families|age_gender,Number of children ever born: None,,7563,Number of Children Ever Born by Age of Parent
G7564,Tot_Nmbr_children_ever_born_1,Total Number of children ever born One child,,G24,people,families|age_gender,Number of children ever born: 1,,7564,Number of Children Ever Born by Age of Parent
G7565,Tot_Nmbr_children_ever_born_2,Total Number of children ever born Two children,,G24,people,families|age_gender,Number of children ever born: 2,,7565,Number of Children Ever Born by Age of Parent
G7566,Tot_Nmbr_children_ever_born_3,Total Number of children ever born Three children,,G24,people,families|age_gender,Number of children ever born: 3,,7566,Number of Children Ever Born by Age of Parent
G7567,Tot_Nmbr_children_ever_born_4,Total Number of children ever born Four children,,G24,people,families|age_gender,Number of children ever born: 4,,7567,Number of Children Ever Born by Age of Parent
G7568,Tot_Nmbr_children_ever_born_5,Total Number of children ever born Five children,,G24,people,families|age_gender,Number of children ever born: 5,,7568,Number of Children Ever Born by Age of Parent
G7569,Tot_Nmbr_chidrn_ever_brn_6_mr,Total Number of children ever born Six or more children,,G24,people,families|age_gender,Number of children ever born: 6 or more,,7569,Number of Children Ever Born by Age of Parent
G7570,Tot_Nmbr_childrn_ever_born_Ns,Total Number of children ever born Not stated,,G24,people,families|age_gender,Number of children ever born: Not stated,,7570,Number of Children Ever Born by Age of Parent
G7571,Total_Total,Total Total,,G24,people,families|age_gender,Total,,7571,Number of Children Ever Born by Age of Parent
G7572,CF_no_children_F,Couple family with no children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7572,Family Composition
G7573,CF_no_children_P,Couple family with no children Persons,Tot_P_P,G25,people,families,Persons,,7573,Family Composition
G7574,CF_ChU15_a_DSs_a_NdCh_F,Couple family with children under 15 and dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7574,Family Composition
G7575,CF_ChU15_a_DSs_a_NdCh_P,Couple family with children under 15 and dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7575,Family Composition
G7576,CF_ChU15_a_DSs_a_no_NdCh_F,Couple family with children under 15 and dependent students and no non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7576,Family Composition
G7577,CF_ChU15_a_DSs_a_no_NdCh_P,Couple family with children under 15 and dependent students and no non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7577,Family Composition
G7578,CF_ChU15_a_no_DSs_a_NdCh_F,Couple family with children under 15 and no dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7578,Family Composition
G7579,CF_ChU15_a_no_DSs_a_NdCh_P,Couple family with children under 15 and no dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7579,Family Composition
G7580,CF_ChU15_a_no_DSs_a_no_NdCh_F,Couple family with children under 15 and no dependent students and no non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7580,Family Composition
G7581,CF_ChU15_a_no_DSs_a_no_NdCh_P,Couple family with children under 15 and no dependent students and no non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7581,Family Composition
G7582,CF_ChU15_a_Total_F,Couple family with children under 15 and Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7582,Family Composition
G7583,CF_ChU15_a_Total_P,Couple family with children under 15 and Total Persons,Tot_P_P,G25,people,families,Persons,,7583,Family Composition
G7584,CF_no_ChU15_a_DSs_a_NdCh_F,Couple family with no children under 15 and dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7584,Family Composition
G7585,CF_no_ChU15_a_DSs_a_NdCh_P,Couple family with no children under 15 and dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7585,Family Composition
G7586,CF_no_ChU15_a_DSs_a_no_NdCh_F,Couple family with no children under 15 and dependent students and no non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7586,Family Composition
G7587,CF_no_ChU15_a_DSs_a_no_NdCh_P,Couple family with no children under 15 and dependent students and no non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7587,Family Composition
G7588,CF_no_ChU15_a_no_DSs_a_NdCh_F,Couple family with no children under 15 and no dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7588,Family Composition
G7589,CF_no_ChU15_a_no_DSs_a_NdCh_P,Couple family with no children under 15 and no dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7589,Family Composition
G7590,CF_no_ChU15_a_Total_F,Couple family with no children under 15 and Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7590,Family Composition
G7591,CF_no_ChU15_a_Total_P,Couple family with no children under 15 and Total Persons,Tot_P_P,G25,people,families,Persons,,7591,Family Composition
G7592,CF_Total_F,Couple family with Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7592,Family Composition
G7593,CF_Total_P,Couple family with Total Persons,Tot_P_P,G25,people,families,Persons,,7593,Family Composition
G7594,OPF_ChU15_a_DSs_a_NdCh_F,One parent family with children under 15 and dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7594,Family Composition
G7595,OPF_ChU15_a_DSs_a_NdCh_P,One parent family with children under 15 and dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7595,Family Composition
G7596,OPF_ChU15_a_DSs_a_no_NdCh_F,One parent family with children under 15 and dependent students and no non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7596,Family Composition
G7597,OPF_ChU15_a_DSs_a_no_NdCh_P,One parent family with children under 15 and dependent students and no non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7597,Family Composition
G7598,OPF_ChU15_a_no_DSs_a_NdCh_F,One parent family with children under 15 and no dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7598,Family Composition
G7599,OPF_ChU15_a_no_DSs_a_NdCh_P,One parent family with children under 15 and no dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7599,Family Composition
G7600,OPF_ChU15_a_no_DSs_no_NdCh_F,One parent family with children under 15 and no dependent students and no non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7600,Family Composition
G7601,OPF_ChU15_a_no_DSs_no_NdCh_P,One parent family with children under 15 and no dependent students and no non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7601,Family Composition
G7602,OPF_ChU15_a_Total_F,One parent family with children under 15 and Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7602,Family Composition
G7603,OPF_ChU15_a_Total_P,One parent family with children under 15 and Total Persons,Tot_P_P,G25,people,families,Persons,,7603,Family Composition
G7604,OPF_no_ChU15_a_DSs_a_NdCh_F,One parent family with no children under 15 and dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7604,Family Composition
G7605,OPF_no_ChU15_a_DSs_a_NdCh_P,One parent family with no children under 15 and dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7605,Family Composition
G7606,OPF_no_ChU15_a_DSs_no_NdCh_F,One parent family with no children under 15 and dependent students and no non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7606,Family Composition
G7607,OPF_no_ChU15_a_DSs_no_NdCh_P,One parent family with no children under 15 and dependent students and no non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7607,Family Composition
G7608,OPF_no_ChU15_no_DSs_a_NdCh_F,One parent family with no children under 15 and no dependent students and non dependent children Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7608,Family Composition
G7609,OPF_no_ChU15_no_DSs_a_NdCh_P,One parent family with no children under 15 and no dependent students and non dependent children Persons,Tot_P_P,G25,people,families,Persons,,7609,Family Composition
G7610,OPF_no_ChU15_a_Total_F,One parent family with no children under 15 and Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7610,Family Composition
G7611,OPF_no_ChU15_a_Total_P,One parent family with no children under 15 and Total Persons,Tot_P_P,G25,people,families,Persons,,7611,Family Composition
G7612,OPF_Total_F,One parent family with Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7612,Family Composition
G7613,OPF_Total_P,One parent family with Total Persons,Tot_P_P,G25,people,families,Persons,,7613,Family Composition
G7614,Other_family_F,Other family Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7614,Family Composition
G7615,Other_family_P,Other family Persons,Tot_P_P,G25,people,families,Persons,,7615,Family Composition
G7616,Total_F,Total Families,Tot_P_P|Tot_P_F,G25,people,families,Families,,7616,Family Composition
G7617,Total_P,Total Persons,Tot_P_P,G25,people,families,Persons,,7617,Family Composition
G7618,CF_C_BPBO_DC_0_4,Couple family with children Both parents born overseas Age of dependent children 0 4 years,,G26,people,families|nationality,Age of dependent children: 0-4 years,,7618,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7619,CF_C_BPBO_DC_5_9,Couple family with children Both parents born overseas Age of dependent children 5 9 years,,G26,people,families|nationality,Age of dependent children: 5-9 years,,7619,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7620,CF_C_BPBO_DC_10_12,Couple family with children Both parents born overseas Age of dependent children 10 12 years,,G26,people,families|nationality,Age of dependent children: 10-12 years,,7620,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7621,CF_C_BPBO_DC_13_14,Couple family with children Both parents born overseas Age of dependent children 13 14 years,,G26,people,families|nationality,Age of dependent children: 13-14 years,,7621,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7622,CF_C_BPBO_DC_15_17,Couple family with children Both parents born overseas Age of dependent children 15 17 years,,G26,people,families|nationality,Age of dependent children: 15-17 years,,7622,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7623,CF_C_BPBO_DC_18_20,Couple family with children Both parents born overseas Age of dependent children 18 20 years,,G26,people,families|nationality,Age of dependent children: 18-20 years,,7623,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7624,CF_C_BPBO_DC_21_24,Couple family with children Both parents born overseas Age of dependent children 21 24 years,,G26,people,families|nationality,Age of dependent children: 21-24 years,,7624,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7625,CF_C_BPBO_Tot,Couple family with children Both parents born overseas Total,,G26,people,families|nationality,Total,,7625,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7626,CF_C_FBO_DC_0_4,Couple family with children Father only born overseas Age of dependent children 0 4 years,,G26,people,families|nationality,Age of dependent children: 0-4 years,,7626,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7627,CF_C_FBO_DC_5_9,Couple family with children Father only born overseas Age of dependent children 5 9 years,,G26,people,families|nationality,Age of dependent children: 5-9 years,,7627,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7628,CF_C_FBO_DC_10_12,Couple family with children Father only born overseas Age of dependent children 10 12 years,,G26,people,families|nationality,Age of dependent children: 10-12 years,,7628,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7629,CF_C_FBO_DC_13_14,Couple family with children Father only born overseas Age of dependent children 13 14 years,,G26,people,families|nationality,Age of dependent children: 13-14 years,,7629,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7630,CF_C_FBO_DC_15_17,Couple family with children Father only born overseas Age of dependent children 15 17 years,,G26,people,families|nationality,Age of dependent children: 15-17 years,,7630,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7631,CF_C_FBO_DC_18_20,Couple family with children Father only born overseas Age of dependent children 18 20 years,,G26,people,families|nationality,Age of dependent children: 18-20 years,,7631,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7632,CF_C_FBO_DC_21_24,Couple family with children Father only born overseas Age of dependent children 21 24 years,,G26,people,families|nationality,Age of dependent children: 21-24 years,,7632,Family Composition and Country of Birth of Parents by Age of Dependent Children
G7633,CF_C_FBO_Tot,Couple family with children Father only born overseas Total,,G26,people,families|nationality,Total,,7633,Family Composition and Country of Birth of Parents by Age of Dependent Children
