Sequential,Short,Name,DENOMINATORS,Tablename,unit,subsection,Column heading description in profile,AGG,order,Table descr
B4240,B22A_F_85ov_Total,Females 85 years and over Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4240,Unpaid Child Care
B4239,B22A_F_85ov_UCC_NS,Females 85 years and over Unpaid child care not stated,B22A_F_85ov_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4239,Unpaid Child Care
B4238,B22A_F_85ov_DNPCC,Females 85 years and over Did not provide child care,B22A_F_85ov_Total,B22A,people,families,Did not provide child care|FEMALES,,4238,Unpaid Child Care
B4237,B22A_F_85ov_CF_Total,Females 85 years and over Cared for Total,B22A_F_85ov_Total,B22A,people,families,Cared for: Total|FEMALES,,4237,Unpaid Child Care
B4236,B22A_F_85ov_CF_Own_CC_Oth_CC,Females 85 years and over Cared for Own child children and other child children,B22A_F_85ov_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4236,Unpaid Child Care
B4235,B22A_F_85ov_CF_Oth_CCO,Females 85 years and over Cared for Other child children only,B22A_F_85ov_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4235,Unpaid Child Care
B4234,B22A_F_85ov_CF_Own_CCO,Females 85 years and over Cared for Own child children only,B22A_F_85ov_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4234,Unpaid Child Care
B4233,B22A_F_75_84_Total,Females 75-84 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4233,Unpaid Child Care
B4232,B22A_F_75_84_UCC_NS,Females 75-84 years Unpaid child care not stated,B22A_F_75_84_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4232,Unpaid Child Care
B4231,B22A_F_75_84_DNPCC,Females 75-84 years Did not provide child care,B22A_F_75_84_Total,B22A,people,families,Did not provide child care|FEMALES,,4231,Unpaid Child Care
B4230,B22A_F_75_84_CF_Total,Females 75-84 years Cared for Total,B22A_F_75_84_Total,B22A,people,families,Cared for: Total|FEMALES,,4230,Unpaid Child Care
B4229,B22A_F_75_84_CF_Own_CC_Oth_CC,Females 75-84 years Cared for Own child children and other child children,B22A_F_75_84_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4229,Unpaid Child Care
B4228,B22A_F_75_84_CF_Oth_CCO,Females 75-84 years Cared for Other child children only,B22A_F_75_84_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4228,Unpaid Child Care
B4227,B22A_F_75_84_CF_Own_CCO,Females 75-84 years Cared for Own child children only,B22A_F_75_84_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4227,Unpaid Child Care
B4226,B22A_F_65_74_Total,Females 65-74 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4226,Unpaid Child Care
B4225,B22A_F_65_74_UCC_NS,Females 65-74 years Unpaid child care not stated,B22A_F_65_74_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4225,Unpaid Child Care
B4224,B22A_F_65_74_DNPCC,Females 65-74 years Did not provide child care,B22A_F_65_74_Total,B22A,people,families,Did not provide child care|FEMALES,,4224,Unpaid Child Care
B4223,B22A_F_65_74_CF_Total,Females 65-74 years Cared for Total,B22A_F_65_74_Total,B22A,people,families,Cared for: Total|FEMALES,,4223,Unpaid Child Care
B4222,B22A_F_65_74_CF_Own_CC_Oth_CC,Females 65-74 years Cared for Own child children and other child children,B22A_F_65_74_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4222,Unpaid Child Care
B4221,B22A_F_65_74_CF_Oth_CCO,Females 65-74 years Cared for Other child children only,B22A_F_65_74_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4221,Unpaid Child Care
B4220,B22A_F_65_74_CF_Own_CCO,Females 65-74 years Cared for Own child children only,B22A_F_65_74_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4220,Unpaid Child Care
B4219,B22A_F_55_64_Total,Females 55-64 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4219,Unpaid Child Care
B4218,B22A_F_55_64_UCC_NS,Females 55-64 years Unpaid child care not stated,B22A_F_55_64_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4218,Unpaid Child Care
B4217,B22A_F_55_64_DNPCC,Females 55-64 years Did not provide child care,B22A_F_55_64_Total,B22A,people,families,Did not provide child care|FEMALES,,4217,Unpaid Child Care
B4216,B22A_F_55_64_CF_Total,Females 55-64 years Cared for Total,B22A_F_55_64_Total,B22A,people,families,Cared for: Total|FEMALES,,4216,Unpaid Child Care
B4215,B22A_F_55_64_CF_Own_CC_Oth_CC,Females 55-64 years Cared for Own child children and other child children,B22A_F_55_64_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4215,Unpaid Child Care
B4214,B22A_F_55_64_CF_Oth_CCO,Females 55-64 years Cared for Other child children only,B22A_F_55_64_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4214,Unpaid Child Care
B4213,B22A_F_55_64_CF_Own_CCO,Females 55-64 years Cared for Own child children only,B22A_F_55_64_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4213,Unpaid Child Care
B4212,B22A_F_45_54_Total,Females 45-54 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4212,Unpaid Child Care
B4211,B22A_F_45_54_UCC_NS,Females 45-54 years Unpaid child care not stated,B22A_F_45_54_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4211,Unpaid Child Care
B4210,B22A_F_45_54_DNPCC,Females 45-54 years Did not provide child care,B22A_F_45_54_Total,B22A,people,families,Did not provide child care|FEMALES,,4210,Unpaid Child Care
B4209,B22A_F_45_54_CF_Total,Females 45-54 years Cared for Total,B22A_F_45_54_Total,B22A,people,families,Cared for: Total|FEMALES,,4209,Unpaid Child Care
B4208,B22A_F_45_54_CF_Own_CC_Oth_CC,Females 45-54 years Cared for Own child children and other child children,B22A_F_45_54_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4208,Unpaid Child Care
B4207,B22A_F_45_54_CF_Oth_CCO,Females 45-54 years Cared for Other child children only,B22A_F_45_54_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4207,Unpaid Child Care
B4206,B22A_F_45_54_CF_Own_CCO,Females 45-54 years Cared for Own child children only,B22A_F_45_54_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4206,Unpaid Child Care
B4205,B22A_F_35_44_Total,Females 35-44 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4205,Unpaid Child Care
B4204,B22A_F_35_44_UCC_NS,Females 35-44 years Unpaid child care not stated,B22A_F_35_44_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4204,Unpaid Child Care
B4203,B22A_F_35_44_DNPCC,Females 35-44 years Did not provide child care,B22A_F_35_44_Total,B22A,people,families,Did not provide child care|FEMALES,,4203,Unpaid Child Care
B4202,B22A_F_35_44_CF_Total,Females 35-44 years Cared for Total,B22A_F_35_44_Total,B22A,people,families,Cared for: Total|FEMALES,,4202,Unpaid Child Care
B4201,B22A_F_35_44_CF_Own_CC_Oth_CC,Females 35-44 years Cared for Own child children and other child children,B22A_F_35_44_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4201,Unpaid Child Care
B4200,B22A_F_35_44_CF_Oth_CCO,Females 35-44 years Cared for Other child children only,B22A_F_35_44_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4200,Unpaid Child Care
B4199,B22A_F_35_44_CF_Own_CCO,Females 35-44 years Cared for Own child children only,B22A_F_35_44_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4199,Unpaid Child Care
B4198,B22A_F_25_34_Total,Females 25-34 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4198,Unpaid Child Care
B4197,B22A_F_25_34_UCC_NS,Females 25-34 years Unpaid child care not stated,B22A_F_25_34_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4197,Unpaid Child Care
B4196,B22A_F_25_34_DNPCC,Females 25-34 years Did not provide child care,B22A_F_25_34_Total,B22A,people,families,Did not provide child care|FEMALES,,4196,Unpaid Child Care
B4195,B22A_F_25_34_CF_Total,Females 25-34 years Cared for Total,B22A_F_25_34_Total,B22A,people,families,Cared for: Total|FEMALES,,4195,Unpaid Child Care
B4194,B22A_F_25_34_CF_Own_CC_Oth_CC,Females 25-34 years Cared for Own child children and other child children,B22A_F_25_34_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4194,Unpaid Child Care
B4193,B22A_F_25_34_CF_Oth_CCO,Females 25-34 years Cared for Other child children only,B22A_F_25_34_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4193,Unpaid Child Care
B4192,B22A_F_25_34_CF_Own_CCO,Females 25-34 years Cared for Own child children only,B22A_F_25_34_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4192,Unpaid Child Care
B4191,B22A_F_20_24_Total,Females 20-24 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4191,Unpaid Child Care
B4190,B22A_F_20_24_UCC_NS,Females 20-24 years Unpaid child care not stated,B22A_F_20_24_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4190,Unpaid Child Care
B4189,B22A_F_20_24_DNPCC,Females 20-24 years Did not provide child care,B22A_F_20_24_Total,B22A,people,families,Did not provide child care|FEMALES,,4189,Unpaid Child Care
B4188,B22A_F_20_24_CF_Total,Females 20-24 years Cared for Total,B22A_F_20_24_Total,B22A,people,families,Cared for: Total|FEMALES,,4188,Unpaid Child Care
B4187,B22A_F_20_24_CF_Own_CC_Oth_CC,Females 20-24 years Cared for Own child children and other child children,B22A_F_20_24_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4187,Unpaid Child Care
B4186,B22A_F_20_24_CF_Oth_CCO,Females 20-24 years Cared for Other child children only,B22A_F_20_24_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4186,Unpaid Child Care
B4185,B22A_F_20_24_CF_Own_CCO,Females 20-24 years Cared for Own child children only,B22A_F_20_24_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4185,Unpaid Child Care
B4184,B22A_F_15_19_Total,Females 15-19 years Total,B22A_F_Tot_Total,B22A,people,families,Total|FEMALES,,4184,Unpaid Child Care
B4183,B22A_F_15_19_UCC_NS,Females 15-19 years Unpaid child care not stated,B22A_F_15_19_Total,B22A,people,families,Unpaid child care not stated|FEMALES,,4183,Unpaid Child Care
B4182,B22A_F_15_19_DNPCC,Females 15-19 years Did not provide child care,B22A_F_15_19_Total,B22A,people,families,Did not provide child care|FEMALES,,4182,Unpaid Child Care
B4181,B22A_F_15_19_CF_Total,Females 15-19 years Cared for Total,B22A_F_15_19_Total,B22A,people,families,Cared for: Total|FEMALES,,4181,Unpaid Child Care
B4180,B22A_F_15_19_CF_Own_CC_Oth_CC,Females 15-19 years Cared for Own child children and other child children,B22A_F_15_19_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|FEMALES,,4180,Unpaid Child Care
B4179,B22A_F_15_19_CF_Oth_CCO,Females 15-19 years Cared for Other child children only,B22A_F_15_19_CF_Total,B22A,people,families,Cared for: Other child/children only|FEMALES,,4179,Unpaid Child Care
B4178,B22A_F_15_19_CF_Own_CCO,Females 15-19 years Cared for Own child children only,B22A_F_15_19_CF_Total,B22A,people,families,Cared for: Own child/children only|FEMALES,,4178,Unpaid Child Care
B4177,B22A_M_Tot_Total,Males Total Total,B22B_P_Tot_Total,B22A,people,families,Total|MALES,,4177,Unpaid Child Care
B4176,B22A_M_Tot_UCC_NS,Males Total Unpaid child care not stated,B22A_M_Tot_Total,B22A,people,families,Unpaid child care not stated|MALES,,4176,Unpaid Child Care
B4175,B22A_M_Tot_DNPCC,Males Total Did not provide child care,B22A_M_Tot_Total,B22A,people,families,Did not provide child care|MALES,,4175,Unpaid Child Care
B4174,B22A_M_Tot_CF_Total,Males Total Cared for Total,B22A_M_Tot_Total,B22A,people,families,Cared for: Total|MALES,,4174,Unpaid Child Care
B4173,B22A_M_Tot_CF_Own_CC_Oth_CC,Males Total Cared for Own child children and other child children,B22A_M_Tot_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4173,Unpaid Child Care
B4172,B22A_M_Tot_CF_Oth_CCO,Males Total Cared for Other child children only,B22A_M_Tot_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4172,Unpaid Child Care
B4171,B22A_M_Tot_CF_Own_CCO,Males Total Cared for Own child children only,B22A_M_Tot_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4171,Unpaid Child Care
B4170,B22A_M_85ov_Total,Males 85 years and over Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4170,Unpaid Child Care
B4169,B22A_M_85ov_UCC_NS,Males 85 years and over Unpaid child care not stated,B22A_M_85ov_Total,B22A,people,families,Unpaid child care not stated|MALES,,4169,Unpaid Child Care
B4168,B22A_M_85ov_DNPCC,Males 85 years and over Did not provide child care,B22A_M_85ov_Total,B22A,people,families,Did not provide child care|MALES,,4168,Unpaid Child Care
B4167,B22A_M_85ov_CF_Total,Males 85 years and over Cared for Total,B22A_M_85ov_Total,B22A,people,families,Cared for: Total|MALES,,4167,Unpaid Child Care
B4166,B22A_M_85ov_CF_Own_CC_Oth_CC,Males 85 years and over Cared for Own child children and other child children,B22A_M_85ov_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4166,Unpaid Child Care
B4165,B22A_M_85ov_CF_Oth_CCO,Males 85 years and over Cared for Other child children only,B22A_M_85ov_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4165,Unpaid Child Care
B4164,B22A_M_85ov_CF_Own_CCO,Males 85 years and over Cared for Own child children only,B22A_M_85ov_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4164,Unpaid Child Care
B4163,B22A_M_75_84_Total,Males 75-84 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4163,Unpaid Child Care
B4162,B22A_M_75_84_UCC_NS,Males 75-84 years Unpaid child care not stated,B22A_M_75_84_Total,B22A,people,families,Unpaid child care not stated|MALES,,4162,Unpaid Child Care
B4161,B22A_M_75_84_DNPCC,Males 75-84 years Did not provide child care,B22A_M_75_84_Total,B22A,people,families,Did not provide child care|MALES,,4161,Unpaid Child Care
B4160,B22A_M_75_84_CF_Total,Males 75-84 years Cared for Total,B22A_M_75_84_Total,B22A,people,families,Cared for: Total|MALES,,4160,Unpaid Child Care
B4159,B22A_M_75_84_CF_Own_CC_Oth_CC,Males 75-84 years Cared for Own child children and other child children,B22A_M_75_84_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4159,Unpaid Child Care
B4158,B22A_M_75_84_CF_Oth_CCO,Males 75-84 years Cared for Other child children only,B22A_M_75_84_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4158,Unpaid Child Care
B4157,B22A_M_75_84_CF_Own_CCO,Males 75-84 years Cared for Own child children only,B22A_M_75_84_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4157,Unpaid Child Care
B4156,B22A_M_65_74_Total,Males 65-74 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4156,Unpaid Child Care
B4155,B22A_M_65_74_UCC_NS,Males 65-74 years Unpaid child care not stated,B22A_M_65_74_Total,B22A,people,families,Unpaid child care not stated|MALES,,4155,Unpaid Child Care
B4154,B22A_M_65_74_DNPCC,Males 65-74 years Did not provide child care,B22A_M_65_74_Total,B22A,people,families,Did not provide child care|MALES,,4154,Unpaid Child Care
B4153,B22A_M_65_74_CF_Total,Males 65-74 years Cared for Total,B22A_M_65_74_Total,B22A,people,families,Cared for: Total|MALES,,4153,Unpaid Child Care
B4152,B22A_M_65_74_CF_Own_CC_Oth_CC,Males 65-74 years Cared for Own child children and other child children,B22A_M_65_74_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4152,Unpaid Child Care
B4151,B22A_M_65_74_CF_Oth_CCO,Males 65-74 years Cared for Other child children only,B22A_M_65_74_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4151,Unpaid Child Care
B4150,B22A_M_65_74_CF_Own_CCO,Males 65-74 years Cared for Own child children only,B22A_M_65_74_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4150,Unpaid Child Care
B4149,B22A_M_55_64_Total,Males 55-64 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4149,Unpaid Child Care
B4148,B22A_M_55_64_UCC_NS,Males 55-64 years Unpaid child care not stated,B22A_M_55_64_Total,B22A,people,families,Unpaid child care not stated|MALES,,4148,Unpaid Child Care
B4147,B22A_M_55_64_DNPCC,Males 55-64 years Did not provide child care,B22A_M_55_64_Total,B22A,people,families,Did not provide child care|MALES,,4147,Unpaid Child Care
B4146,B22A_M_55_64_CF_Total,Males 55-64 years Cared for Total,B22A_M_55_64_Total,B22A,people,families,Cared for: Total|MALES,,4146,Unpaid Child Care
B4145,B22A_M_55_64_CF_Own_CC_Oth_CC,Males 55-64 years Cared for Own child children and other child children,B22A_M_55_64_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4145,Unpaid Child Care
B4144,B22A_M_55_64_CF_Oth_CCO,Males 55-64 years Cared for Other child children only,B22A_M_55_64_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4144,Unpaid Child Care
B4143,B22A_M_55_64_CF_Own_CCO,Males 55-64 years Cared for Own child children only,B22A_M_55_64_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4143,Unpaid Child Care
B4142,B22A_M_45_54_Total,Males 45-54 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4142,Unpaid Child Care
B4141,B22A_M_45_54_UCC_NS,Males 45-54 years Unpaid child care not stated,B22A_M_45_54_Total,B22A,people,families,Unpaid child care not stated|MALES,,4141,Unpaid Child Care
B4140,B22A_M_45_54_DNPCC,Males 45-54 years Did not provide child care,B22A_M_45_54_Total,B22A,people,families,Did not provide child care|MALES,,4140,Unpaid Child Care
B4139,B22A_M_45_54_CF_Total,Males 45-54 years Cared for Total,B22A_M_45_54_Total,B22A,people,families,Cared for: Total|MALES,,4139,Unpaid Child Care
B4138,B22A_M_45_54_CF_Own_CC_Oth_CC,Males 45-54 years Cared for Own child children and other child children,B22A_M_45_54_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4138,Unpaid Child Care
B4137,B22A_M_45_54_CF_Oth_CCO,Males 45-54 years Cared for Other child children only,B22A_M_45_54_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4137,Unpaid Child Care
B4136,B22A_M_45_54_CF_Own_CCO,Males 45-54 years Cared for Own child children only,B22A_M_45_54_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4136,Unpaid Child Care
B4135,B22A_M_35_44_Total,Males 35-44 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4135,Unpaid Child Care
B4134,B22A_M_35_44_UCC_NS,Males 35-44 years Unpaid child care not stated,B22A_M_35_44_Total,B22A,people,families,Unpaid child care not stated|MALES,,4134,Unpaid Child Care
B4133,B22A_M_35_44_DNPCC,Males 35-44 years Did not provide child care,B22A_M_35_44_Total,B22A,people,families,Did not provide child care|MALES,,4133,Unpaid Child Care
B4132,B22A_M_35_44_CF_Total,Males 35-44 years Cared for Total,B22A_M_35_44_Total,B22A,people,families,Cared for: Total|MALES,,4132,Unpaid Child Care
B4131,B22A_M_35_44_CF_Own_CC_Oth_CC,Males 35-44 years Cared for Own child children and other child children,B22A_M_35_44_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4131,Unpaid Child Care
B4130,B22A_M_35_44_CF_Oth_CCO,Males 35-44 years Cared for Other child children only,B22A_M_35_44_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4130,Unpaid Child Care
B4129,B22A_M_35_44_CF_Own_CCO,Males 35-44 years Cared for Own child children only,B22A_M_35_44_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4129,Unpaid Child Care
B4128,B22A_M_25_34_Total,Males 25-34 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4128,Unpaid Child Care
B4127,B22A_M_25_34_UCC_NS,Males 25-34 years Unpaid child care not stated,B22A_M_25_34_Total,B22A,people,families,Unpaid child care not stated|MALES,,4127,Unpaid Child Care
B4126,B22A_M_25_34_DNPCC,Males 25-34 years Did not provide child care,B22A_M_25_34_Total,B22A,people,families,Did not provide child care|MALES,,4126,Unpaid Child Care
B4125,B22A_M_25_34_CF_Total,Males 25-34 years Cared for Total,B22A_M_25_34_Total,B22A,people,families,Cared for: Total|MALES,,4125,Unpaid Child Care
B4124,B22A_M_25_34_CF_Own_CC_Oth_CC,Males 25-34 years Cared for Own child children and other child children,B22A_M_25_34_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4124,Unpaid Child Care
B4123,B22A_M_25_34_CF_Oth_CCO,Males 25-34 years Cared for Other child children only,B22A_M_25_34_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4123,Unpaid Child Care
B4122,B22A_M_25_34_CF_Own_CCO,Males 25-34 years Cared for Own child children only,B22A_M_25_34_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4122,Unpaid Child Care
B4121,B22A_M_20_24_Total,Males 20-24 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4121,Unpaid Child Care
B4120,B22A_M_20_24_UCC_NS,Males 20-24 years Unpaid child care not stated,B22A_M_20_24_Total,B22A,people,families,Unpaid child care not stated|MALES,,4120,Unpaid Child Care
B4119,B22A_M_20_24_DNPCC,Males 20-24 years Did not provide child care,B22A_M_20_24_Total,B22A,people,families,Did not provide child care|MALES,,4119,Unpaid Child Care
B4118,B22A_M_20_24_CF_Total,Males 20-24 years Cared for Total,B22A_M_20_24_Total,B22A,people,families,Cared for: Total|MALES,,4118,Unpaid Child Care
B4117,B22A_M_20_24_CF_Own_CC_Oth_CC,Males 20-24 years Cared for Own child children and other child children,B22A_M_20_24_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4117,Unpaid Child Care
B4116,B22A_M_20_24_CF_Oth_CCO,Males 20-24 years Cared for Other child children only,B22A_M_20_24_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4116,Unpaid Child Care
B4115,B22A_M_20_24_CF_Own_CCO,Males 20-24 years Cared for Own child children only,B22A_M_20_24_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4115,Unpaid Child Care
B4114,B22A_M_15_19_Total,Males 15-19 years Total,B22A_M_Tot_Total,B22A,people,families,Total|MALES,,4114,Unpaid Child Care
B4113,B22A_M_15_19_UCC_NS,Males 15-19 years Unpaid child care not stated,B22A_M_15_19_Total,B22A,people,families,Unpaid child care not stated|MALES,,4113,Unpaid Child Care
B4112,B22A_M_15_19_DNPCC,Males 15-19 years Did not provide child care,B22A_M_15_19_Total,B22A,people,families,Did not provide child care|MALES,,4112,Unpaid Child Care
B4111,B22A_M_15_19_CF_Total,Males 15-19 years Cared for Total,B22A_M_15_19_Total,B22A,people,families,Cared for: Total|MALES,,4111,Unpaid Child Care
B4110,B22A_M_15_19_CF_Own_CC_Oth_CC,Males 15-19 years Cared for Own child children and other child children,B22A_M_15_19_CF_Total,B22A,people,families,Cared for: Own child/children and other child/children|MALES,,4110,Unpaid Child Care
B4109,B22A_M_15_19_CF_Oth_CCO,Males 15-19 years Cared for Other child children only,B22A_M_15_19_CF_Total,B22A,people,families,Cared for: Other child/children only|MALES,,4109,Unpaid Child Care
B4108,B22A_M_15_19_CF_Own_CCO,Males 15-19 years Cared for Own child children only,B22A_M_15_19_CF_Total,B22A,people,families,Cared for: Own child/children only|MALES,,4108,Unpaid Child Care
B4677,B23B_P_Tot_Tot,Persons Total Total,B01_Tot_P_P,B23B,people,families|age_gender,Total|PERSONS,,4677,Relationship in Household
B4676,B23B_P_Tot_85ov,Persons Total Age 85 years and over,B23B_P_Tot_Tot,B23B,people,families|age_gender,85 years and over|PERSONS,,4676,Relationship in Household
B4675,B23B_P_Tot_75_84,Persons Total Age 75-84 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,75-84 years|PERSONS,,4675,Relationship in Household
B4674,B23B_P_Tot_65_74,Persons Total Age 65-74 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,65-74 years|PERSONS,,4674,Relationship in Household
B4673,B23B_P_Tot_55_64,Persons Total Age 55-64 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,55-64 years|PERSONS,,4673,Relationship in Household
B4672,B23B_P_Tot_45_54,Persons Total Age 45-54 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,45-54 years|PERSONS,,4672,Relationship in Household
B4671,B23B_P_Tot_35_44,Persons Total Age 35-44 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,35-44 years|PERSONS,,4671,Relationship in Household
B4670,B23B_P_Tot_25_34,Persons Total Age 25-34 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,25-34 years|PERSONS,,4670,Relationship in Household
B4669,B23B_P_Tot_15_24,Persons Total Age 15-24 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,15-24 years|PERSONS,,4669,Relationship in Household
B4668,B23B_P_Tot_0_14,Persons Total Age 0-14 years,B23B_P_Tot_Tot,B23B,people,families|age_gender,0-14 years|PERSONS,,4668,Relationship in Household
B4667,B23B_P_Vis_within_Aus_Tot,Persons Visitor from within Australia Total,B23B_P_Tot_Tot,B23B,people,families|age_gender,Total|PERSONS,,4667,Relationship in Household
B4666,B23B_P_Vis_within_Aus_85ov,Persons Visitor from within Australia Age 85 years and over,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,85 years and over|PERSONS,,4666,Relationship in Household
B4665,B23B_P_Vis_within_Aus_75_84,Persons Visitor from within Australia Age 75-84 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,75-84 years|PERSONS,,4665,Relationship in Household
B4664,B23B_P_Vis_within_Aus_65_74,Persons Visitor from within Australia Age 65-74 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,65-74 years|PERSONS,,4664,Relationship in Household
B4663,B23B_P_Vis_within_Aus_55_64,Persons Visitor from within Australia Age 55-64 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,55-64 years|PERSONS,,4663,Relationship in Household
B4662,B23B_P_Vis_within_Aus_45_54,Persons Visitor from within Australia Age 45-54 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,45-54 years|PERSONS,,4662,Relationship in Household
B4661,B23B_P_Vis_within_Aus_35_44,Persons Visitor from within Australia Age 35-44 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,35-44 years|PERSONS,,4661,Relationship in Household
B4660,B23B_P_Vis_within_Aus_25_34,Persons Visitor from within Australia Age 25-34 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,25-34 years|PERSONS,,4660,Relationship in Household
B4659,B23B_P_Vis_within_Aus_15_24,Persons Visitor from within Australia Age 15-24 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,15-24 years|PERSONS,,4659,Relationship in Household
B4658,B23B_P_Vis_within_Aus_0_14,Persons Visitor from within Australia Age 0-14 years,B23B_P_Vis_within_Aus_Tot,B23B,people,families|age_gender,0-14 years|PERSONS,,4658,Relationship in Household
B4657,B23B_P_LonePsn_Tot,Persons Lone person Total,B23B_P_Tot_Tot,B23B,people,families|age_gender,Total|PERSONS,,4657,Relationship in Household
